,CoinDate,CoinText
21,2023-02-23,"Good morning. Here’s what’s happening:Prices: Bitcoin dropped near $23,600 following the release of less than encouraging minutes from the FOMC January meeting but rebounded along with other major cryptos later in the day.Insights: Hundreds of fake ChatGPT tokens are luring crypto investors. The issuers of these tokens are looking to take advantage of the craze surrounding the this technology innovation.Bitcoin Sinks Than Rallies Above $24.1K After FOMC MinutesStirred but not shaken, crypto markets dropped a little on Thursday, rose some but remained in the red after the U.S. central bank's Federal Open Market Committee (FOMC) released minutes that were short of encouraging.Bitcoin was recently trading at $24,164, down 1% over the last 24 hours. The largest cryptocurrency by market capitalization dropped near $23,600 in the immediate aftermath of the FOMC report, which noted slowing growth – a boon for investors hoping for more dovish Federal Reserve monetary policy – but also data suggesting that inflation and the prospects of a harsh recession remained real, pleasing monetary hawks.""Everyone's wary of what's to come over the course of this year,"" Jake Boyle, chief commercial officer at crypto brokerage Caleb and Brown, said on CoinDesk TV. ""At this point it looks like the stance has become more conservative on the basis that 25 basis points is less impactful than 50, but it's critical that we all remember that it is still going up, which means that the solution is clearly not there.""Boyle added: ""Paired with the regulatory uncertainty that the crypto space is seeming to have these days, it would be fair for us to make the assumption that there is going to be further volatility and unexpected announcements over the course of this year.""Ether was recently changing hands at $1,641, off 1.1% from Tuesday, same time. Yet, CoinDesk analyst Glenn Williams noted that BTC and ETH were diverging on a different front, with investors sending bitcoin to exchanges and removing ether from them. The moves have signaled bearish sentiment for bitcoin and bullishness for ether, a departure from their usual correlation. Separately, on Tuesday layer 2 scaling system Arbitrum surpassed Ethereum in daily transactions, increasing Arbitrum’s dominance as the leading layer 2 rollup.Other major cryptos were mixed with some ticking up a little but others slightly in the green, although APT, the token of layer 1 platform Aptos, recently climbed more than 6%.Stocks fell amid the same inflationary and recessionary fears that have bedeviled markets for the past few days with the S&P 500, which has a tech-heavy component, dropping 0.2%, its fourth consecutive daily decline, and the technology-focused Nasdaq and Dow Jones Industrial Average (DJIA) also edging down slightly.Crypto news ranged from upbeat to reminders of cryptos' nearly 15 months of sturm und drang. Investment banking giant JPMorgan said in a research report that crypto exchange Coinbase is well positioned to deliver notable year-on-year improvement in EBITDA."" But a legal filing by the U.S. Federal Trade Commission said it has started an investigation into bankrupt crypto lender Voyager Digital and its executives for deceptive marketing of cryptocurrency.In an email to CoinDesk, Anthony Georgiades, co-founder of Pastel Network, a decentralized blockchain for non-fungible tokens, cryptocurrencies and Web3 technology, wrote optimistically that ""the slightly better than forecasted earnings reported by Coinbase might suggest that we have moved into the final innings of a crypto winter.""""Clearly, there has been more interest in the digital asset market in recent months, as evidenced by a rally that took a lot of observers by surprise. Part of this has to do with market psychology – everyone was so incredibly bearish that the obvious counter-trade was to be bullish. Coinbase has also been able to increase its overall market share on the back of the fallout of large crypto marketplaces like FTX.""Georgiades was particularly sanguine about cryptos' prospects in Asia: ""There is a lot of speculation that buyers in Asia are starting to scale back into crypto in increasing amounts. As a result, the strength in the digital asset market may very well continue for the foreseeable future. Even if the Fed remains hawkish for months to come, what’s happening in other parts of the world in monetary easing might be enough to offset what’s happening in the United States.""But he added that ""there could be deep pullbacks in bitcoin and crypto to come,"" even if ""the fodder for an enduring rally seems to be there.”Hundreds of Fake ChatGPT Tokens Are Luring Crypto Investors; Majority Issued on BNB ChainThis story first appeared Feb. 21 on CoinDesk.Nefarious market participants are attempting to cash in on the ongoing ChatGPT craze in technology circles by issuing fake tokens branded after the artificial intelligence chatbot despite having no official association with the tool.Hundreds of such tokens have been issued in the past few weeks. Of this, 132 different tokens have been issued on BNB Chain, 25 tokens on Ethereum and 10 separate tokens on other blockchains such as Solana, Arbitrum, OKChain and Cronos.These fake issuances follow software giant Microsoft’s move to integrate OpenAI’s chatbots for search services on Microsoft’s internet browsers.While OpenAI is the creator of ChatGPT, Microsoft’s own chatbot is a bespoke tool and is said to be an improvement over the publicly accessible ChatGPT.Scammers are not wasting a chance to monetize on the hype, however. Several “BingChatGPT” have been issued, seeded with liquidity and are seeing thousands of dollars in trading volumes – despite red flags.“PeckShield has detected dozens of newly created #BingChatGPT tokens, of which 3 appear to be #honeypots & 2 have high sell tax,” blockchain security firm PeckShield said in a tweet Monday.“2 of them have already dropped over -99%. Deployer 0xb583 has already created dozens of tokens with a pump & dump scheme,” PeckShield added, referring to the wallet address of the nefarious issuer of these tokens.In cryptocurrency, honeypots are smart contracts that pretend to leak their funds to an arbitrary user, provided that the user sends additional funds to it.On the other hand, sales tax refers to the intentional amount of money taken by an illicit smart contract when a related token is sold – usually amounts higher than 50%, meaning a user selling $100 worth of a token receives only $50 worth, with the remaining “taxed” amount going to the developer of that smart contact.At writing time on Tuesday, there are over 170 ChatGPT-branded tokens issued on decentralized exchanges such as Uniswap and PancakeSwap, data from DEXTools shows.Read More: Here’s Why Artificial Intelligence Focused Cryptocurrencies Are Vastly Outperforming BitcoinThe most popular one has a market capitalization of over $250 million, with more than 300 unique holders and $600,000 in liquidity and is issued on Ethereum. A separate BNB Chain-version has $246,000 in liquidity and a market capitalization of $24 million.Trading volumes on such fake tokens – and scams in some cases – are a glimpse of the crypto punting dream being alive and well.9:00 a.m. HKT/SGT(1:00 UTC) Eurozone Core Harmonized Index of Consumer Prices (YoY/Jan)12:30 p.m. HKT/SGT(4:30 UTC) United States Gross Domestic Product Annualized (Q4) 10:30 p.m. HKT/SGT(14:30 UTC) Japan National Consumer Price Index (YoY0/Jan)In case you missed it, here is the most recent episode of ""First Mover"" on CoinDesk TV:Coinbase’s Earnings Beat Expectations; SEC’s Shadow Crypto Rule Taking Shape as Enforcement Cases MountCoinbase reported Q4 earnings after the bell Tuesday, beating expectations, but usage continues to decline. Pastel co-founder Anthony Georgiades shared his crypto markets analysis. Plus, ConsenSys Director of Global Regulatory Matters Bill Hughes shared his outlook on the future of U.S. crypto regulation. And, SingularityDAO CEO Marcello Mari is probing the far reaches of where Web3 and artificial intelligence collide for CoinDesk's “BUIDL Week.""Bitcoin Core Developer Marco Falke Steps Down From Maintainer Role: Falke was Bitcoin Core’s most prolific contributor, with more than 2,000 commits over seven years.LinksDAO to Bid on Scottish Golf Course Following Vote: The decentralized autonomous organization will make an offer on the 18-hole Spey Bay Golf Club, worth about $900,000.NBA-Branded 'Top Shot Moments' NFTs May Be Securities, Judge Rules in Dapper Labs Case: ""Ultimately, the Court’s conclusion that what Dapper Labs offered was an investment contract under Howey is narrow,"" the judge wrote.Developer Activity Shows Healthy Growth of the Crypto Space: The trope that developers continue to build during bear markets holds true in 2023.BUSD Stablecoin Temporarily Plunges to 20 Cents on Binance: The stablecoin – which currently finds itself in the middle of a regulatory tussle – immediately regained its $1 peg."
22,2023-02-22,"Bitcoin and ether have parted ways in the inflow to and outflow from exchanges.Net position metrics show that Investors are sending bitcoin to exchanges and removing ether from them. The moves imply bearish sentiment for BTC and bullishness for ETH, a departure from their more typical correlated paths.Exchange balances tend to increase when investors are considering selling an asset, or at least placing themselves in positions to do so quickly. Investors removing assets from exchanges implies that investors are looking to hold the asset.The current trends don't necessarily predict longer-term future investor action, but they are noteworthy. Bitcoin trending bearishly would run opposite its average performance following a ""golden cross,"" such as the one that the asset reached Feb. 18. Bitcoin’s price rose an average 8% following the seven golden crosses since 2015 that preceded the latest one.A golden cross occurs when the price of an asset’s 50-day moving average surpasses its 200-day moving average.Motivations?What’s behind the latest movements?BTC prices remain up 42% year to date, and investors may be unable to ignore the temptation of realizing profits. A key point to watch will be whether BTC movement onto exchanges rises. The current increase has been mild, which may reflect more that investors are looking to manage risk as the market seems to be emerging from a period of contraction than negativity.ETH activity has been more pronounced because its exchange net position change has been negative in each of the last 13 days. ETH was removed from exchanges even as prices declined 10% between Feb. 7 and Feb. 13.Year to date, BTC has outperformed ETH by approximately 8%, despite ether’s supply declining by 33,000 ETH since September.The difference between BTC and ETH in exchange net position has not extended to the derivatives space. Funding rates for both bitcoin and ether remain positive, indicating that long-position traders are willing to compensate short-position traders to maintain their bullish stance."
23,2023-02-22,"The minutes from the Jan. 31-Feb. 1 meeting of the Federal Reserve's Federal Open Market Committee (FOMC) suggested both hawkish and dovish sentiments among the participants, but notably missing was any discussion of a pause in the U.S. central bank's rate hike cycle.""Almost all participants observed that slowing the pace of rate increases at the current juncture would allow for appropriate risk management,"" according to the minutes of the meeting, at which the Fed hiked the fed funds rate by 25 basis points, a slowdown from the 50- and 75-basis points hikes that became the norm through much of 2022.For the doves, some participants noted a softening in the growth in consumer demand. On the hawkish side, though, some at the meeting said some measures of financial conditions had eased over the past few months – perhaps inconsistent with the degree of policy restraint necessary to bring inflation back to its 2% target.Bitcoin (BTC) was down more than 3% for the day at around $23,800 prior to the news release, and currently remains around that level.Bloomberg's David Wilcox found only one mention of the word ""pause"" in the minutes and that was in reference to other central banks. This is somewhat notable as markets as recently as three weeks ago had priced in a pause in the Fed's rate hikes in May (after one more 25 basis point rate hike in March). After a raft of strong economic data and a number of hawkish Fed speakers, markets now anticipate not just another 25 basis point hike in May, but the chance of the central bank hiking by 50 basis points in March.That change in sentiment has helped push U.S. Treasury yields sharply higher, with the 10-year Treasury yield at more than a three-month high of 3.92% and the two-year yield to more than a 15-year high of 4.70%. Also, bitcoin has been unable to continue its bullish 2023 run, falling back from the $25,000 level three times over the past week."
24,2023-02-22,"The bitcoin (BTC) market is showing an uncanny resilience in the face of renewed investor anxiety on Wall Street.Data from CryptoCompare shows the Bitcoin Volatility Index (BVIN), which measures the implied or expected volatility over the next 30 days, has remained flat of late near the lower end of its three-month range of 60 to 100. Implied volatility is often equated with the degree of uncertainty or anxiety in the market.Meanwhile, the Chicago Board Options Exchange's CBOE Volatility Index (VIX) – commonly referred to as Wall Street's fear gauge – has jumped from 18 to 23 over the past three days, reaching a 2023 high.Alongside, the MOVE index, which measures volatility in U.S. Treasurys, has jumped to a one-month high of 120, ending a four-month downtrend.Bitcoin's lack of participation in global volatility repricing is reminiscent of the pre-March 2020 days when traditional investors took little interest in digital assets, leaving the crypto market in its own world. Bitcoin only evolved as a macro asset after the crash of March 2020, with BVIN typically closely tracking movements in VIX ever since.""We attribute this correlation break to reflect a continued mainstream dis-interest in crypto products, as we return to the fringes of U.S. capital markets and chart our own narratives forward with hopefully more uncorrelated alpha,"" SignalPlus Ltd, a tech firm focused on democratizing crypto options, said in its daily market report.The most popular narrative since late 2022 is that bitcoin will repeat history by rallying sharply in the months leading up to its fourth mining reward halving due sometime in March 2024. Reward halving refers to a programmed code that reduces the pace of bitcoin's supply expansion by 50% every four years.""The conditions are ripe for a breakthrough in 2023 that could catalyze a new bull market,"" San Francisco crypto asset manager Bitwise wrote last month, taking note of the crypto's tendency to rally ahead of the halving. ""We are excited by the growth of layer 2 solutions, the development of ZK-rollups and privacy solutions, and many other emergent capabilities of crypto,"" the team added.As for the jump in volatility in traditional assets, these markets have turned nervous in response to rates traders – factoring in recent upbeat economic data – quickly reversing bets on potential easing by the Federal Reserve later this year.Markets were previously certain the Fed would hike its benchmark fed funds rate just 25 basis points in March, but are now showing a 20% probability of a 50 basis point move. The yield on the two-year Treasury note has increased by more than 50 basis points to 4.64% in February. The dollar index, which tracks the greenback's value against major fiat currencies, has bounced from 102.00 to 104.00 as international money flows take advantage of higher yields.""The risk of a 'break higher' in the economy with higher prices is a much bigger risk than recession concerns at this juncture,"" SignalPlus said. ""Equities were on borrowed time against the move in rates and FX."""
25,2023-02-22,"Good morning. Here’s what’s happening:Prices: Bitcoin can't seem to break past the $25K mark. But when it does, $30K is the next important milestone. Here's why.Insights: Some of crypto's China narrative is old, some of it is new. Is the market treating this irrationally?$30,000 is Bitcoin's Next Important MilestoneBitcoin is lingering around $24,400 as Asia begins its business day, down 1.6% in the last 24 hours. Ether has also experienced a slight correction too, down 2.3% to $1,661.Some of the ""China coins"" that surged over the last week are also seeing a slight correction. Conflux (CFX), which is up a staggering 485% during the last week, is down 4.7% on the day.Gareth Soloway, chief market strategist at Verified Investing, says the China narrative continues to be what’s attracting new bitcoin buyers.“The big question is, in spite of interest rates going up and the dollar gaining strength, is there a catalyst that can push it over [$25,000]?” he said during an interview on CoinDesk TV. “I think this narrative out of Hong Kong could be something that helps.”Soloway points to the 200-weekly moving average as being $25,000, which creates a strong resistance level with some headwinds.“If we can punch through $25,000 and get above that level, it’s a straight shot to $30,000,” he said.That figure is important because in 2021, he says, $30,000 was the midpoint low for the year. Prices came down from an April 2021 high of $60,000 to $30,000 at the end of July before rallying back to around $69,000 in November.“If we can retrace and get back above $30K, that would solidify that the lows are in for crypto,” he said. “I still think that there are some nervous issues out there the market has to resolve, but $30K being recaptured would put that to rest.”Any token that’s China-related is currently off to the moon.Conflux (CFX) has risen 467% during the last week, according to CoinGecko data, while NEO is up 51% and filecoin (FIL) is up 60%.The ""China narrative"" has been used to sell the next bull market.But what exactly is this narrative?Some of it is new, some of it is old. And some of it is more hype than substance.Hong Kong and retail crypto tradersHong Kong’s Securities and Futures Commission (SFC) is starting a consultation process for licensing crypto exchanges to serve retail investors. The SFC spent the last few years working on a consultation plan for Professional (accredited) investors, which goes live on June 1.Stablecoins are also set to be regulated in the city, and it's likely that they will be using locally incorporated institutions and trusts.CoinDesk has asked Tether, Circle and Paxos if they would be interested in applying to be regulated under Hong Kong’s proposed stablecoin regime – so far none have responded.Don’t expect super-leveraged crypto degeneracy when this launches. Regulators are talking about things like ""approved tokens"" and ""risk profile."" This is likely going to be a controlled, calm walled garden of crypto.Crypto is already widely available in ChinaOfficials from China’s Liaison Office are apparently interested in Hong Kong’s progress with crypto, and have been reportedly stopping by conferences and meetups in the City.Some say that this is a blessing. China can study Hong Kong’s approach to crypto much like it learned from Hong Kong about open markets.Still, there is no shortage of crypto available in China, through domestic payment rails.Both OKX and Binance offer active over-the-counter crypto markets for USDT, ether, bitcoin and other major cryptos. Payment is done via WeChat or a domestic bank transfer.Anyone who wants crypto in China already has it.Conflux and blockchain SIMsPart of Conflux’s sharp rise has been attributed to its announcement that it is working with China Telecom to build blockchain-based SIM cards, complete with all the Web3 terminology to get people excited like metaverse and proof of work.But Blockchain SIM cards aren’t anything new. This isn’t China Telecom’s first attempt at it.Back in 2018, China’s telecoms started to explore blockchain technology. In 2019, China Telecom began pitching the idea of a blockchain SIM with the buzzwords of the day: internet of value, internet of things, 5G. A deck advertising the technology from 2020 talked about how digital ledgers could help carriers reconcile billings.A spokesperson for China Telecom didn’t respond to a request for more technical details by press time.Around the same time, Verizon won a patent for a blockchain-based SIM card it was calling vSIM. Verizon’s exact approach didn’t win out, and what it was describing has become eSIMs.It’s also important to remember the Conflux operating within China isn’t the same Conflux you access with the CFX token.The version of Conflux that has been funded by various provincial governments in China, such as Hunan and Shanghai’s city government, doesn’t have a token and uses a made-in-China encryption protocol. The same team is behind it, and the tech is mostly the same, but China’s version of the chain doesn’t touch the global version.Tony Ling, a China-based partner at Bizantine Capital, calls Conflux a “one country, two systems” blockchain, noting that its chain and performance is strong but development has been restricted due to compliance with domestic policy.“It has no [cryptocurrency] in China, it may be somewhat different from traditional public chains,” he said. “Conflux is the only public chain recognized by the government in China.”What’s old is new againFinding the catalyst for China’s crypto boom is tough.Hong Kong allowing retail crypto is a long way off. Authorities there are only in the consultation stage, and even when it launches it's going to be a controlled environment.That said, crypto is already widely available in China, albeit through gray channels like OTC desks. But it’s as simple as using a virtual private network to access Binance or OKX then completing a transaction with WeChat Pay.Conflux has been around for a while. Blockchain SIMs aren’t a new idea and haven’t yet taken off.Maybe it’s just the economy? China’s ""home team"" tokens are rising because the stock market is up.Craig Erlam, a senior market analyst at Oanda, outlined this thesis in an earlier interview with CoinDesk.“The bullish case for the Chinese economy remains solid, and the likely release of stimulus over the next couple of months as it gathers pace could supercharge that,” he told CoinDesk in an email. “Domestic demand is going to be the cornerstone of the economic revival, and policymakers appear poised to unleash that to its full potential.”The Hang Seng Index is up 4% in the last six months as the market looks forward to China’s post-COVID-19 reopening and domestic consumption coming back.Time to see how strong the correlation with crypto is.9:00 a.m. HKT/SGT(1:00 UTC) New Zealand Monetary Policy Statement 3:00 p.m. HKT/SGT(7:00 UTC) Germany Harmonized Index of Consumer Prices (YoY/Jan)6:00 p.m. HKT/SGT(10:00 UTC) United States Federal Open Markets Committee MinutesIn case you missed it, here is the most recent episode of ""First Mover"" on CoinDesk TV:BNB-Bitcoin Ratio Falls to Lowest Level Since August; Custodia Bank CEO on State of Crypto RegulationBNB, the native token of the Binance-initiated blockchain network BNB Chain, is losing ground against bitcoin (BTC) in the wake of regulatory action against Binance-branded dollar-pegged stablecoin BUSD. Bitwise Asset Management President Teddy Fusaro shared his analysis. Plus, Custodia Bank founder and CEO Caitlin Long discussed the state of U.S. crypto regulation. And, Tribe Capital managing partner Boris Revsin explained how venture capital firms are investing in the wake of FTX.Crypto Markets Analysis - Bitcoin Breaches Rare ‘Golden Cross’ Threshold: The crossing of bitcoin’s 50- and 200-day moving averages has historically been a bullish indicator.Coinbase Q4 Revenue and Earnings Beat Expectations, but Transaction Volume Falls 12% From Q3: The crypto exchange reported its fourth-quarter earnings on Tuesday after the close.What Are VCs Funding After FTX? More Decentralized Infrastructure: Infrastructure projects and regulatory-resistant protocols have attracted cautious investors.Polygon Labs Cuts 20% Workforce, Almost 100 Jobs: The firm said that the job cuts are part of its consolidation earlier this year.CoinShares Sees 2022 Income Plunge 97% to $3.6M: CoinShares said it had GBP 26 million of its assets on FTX at the time the exchange halted withdrawals."
26,2023-02-21,"The native tokens of shared storage protocols have soared over the past week, with an analyst attributing the surge to the platforms' increased usage.Decentralized storage network Filecoin’s native utility FIL has been among the top performers, soaring from just above $5 a week ago to $8.10 on Tuesday, a more than 62% gain, according to CoinDesk data. FIL has outperformed bitcoin (BTC) and ether (ETH), which have risen 10% and 7%, in the past seven days, respectively.FIL’s jump comes as Filecoin readies its Filecoin Virtual Machine (FVM) for a March unveiling. The FVM creates a “runtime environment” for smart contracts. It is expected to enable “new applications for smart contracts,” leading to increased usage, Messari research analyst Mihai Grigore told CoinDesk in an email.Colin Evran, ecosystem lead at Protocol Labs, the company behind Filecoin, tweeted that writing smart contracts on Filecoin allows users to “create perpetual storage contracts” and their own “storage market,” “on-chain cloud solutions,” “data DAOs” and “DeFi contracts.”Other computing and storage networks, including cloud storage networks Storj (STORJ) and Siacoin (SC), have climbed 16% for the week. The CoinDesk Computing Index, which measures the market capitalization weighted performance of computing protocols, was up 16% over the past week.“Competitive pricing, relative to Amazon Simple Storage Service (S3), makes decentralized storage an appealing choice for Web2 entities seeking cost-effective alternatives for storing large amounts of archival data,” Grigore said.On Tuesday, BTC was recently trading at about $24,273, down 2.2%, while ETH was changing hands at $1,647, off 3.5%.Crypto exchange Bitfinex's analysts said bitcoin’s recent rally to over $25,000 last week was driven by both “over-leveraged long positions” and ""liquidating over-eager shorts.” Investors holding long positions believe an asset will increase in value, while those who hold short positions see an asset decreasing in value.Data from crypto data provider Coinglass shows that traders who bet on price increases liquidated $130 million of their long positions, while those who bet on price falls liquidated around $179 million of their BTC short positions in the past seven days.“Historically, this type of price action, where both the longs and shorts are wiped off simultaneously, has resulted in a range formation,” Bitfinex's analysts wrote in an emailed comment, adding: “The most probable move going forward is to scale out of positions partially and wait for the range to form without a strong directional bias.”"
27,2023-02-21,"Bitcoin breached a rare “Golden Cross” over the weekend, a bullish signal that typically foreshadows short-term gains.Prices have increased 1% since the latest cross occurred.A Golden Cross occurs when the 50-day moving average for an asset crosses above the 200-day moving average. Bitcoin’s latest cross occurred on Feb 18. Bitcoin has seen only six other crosses since 2015. The most recent prior to this latest cross was on Aug. 14, 2021.A cross reflects BTC’s exponential moving averages (EMA) and not the simple moving average (SMA). The calculation of an asset’s EMA weighs more recent pricing data, whereas SMAs measure each date equally.Investors opt for one or the other depending on their personal preferences. The SMA group would have seen a cross occur Feb. 7.Prices initially declined 5.7% in the next two consecutive days but have since rebounded 13%, calculating out to a 6.6% increase since its occurrence.Bitcoin’s performance following a cross has traditionally been strong, with the average seven- and 30-day returns of 3.8% and 8.3%, respectively.These percentages compare favorably to seven- and 30-day returns of 1.6% and 7.5% over the entirety of the dataset, indicating the acquiring BTC following a golden cross has been positive. A look back at the SMA crossover shows six other occurrences since 2015, with average seven- and 30-day returns of 2.7% and 10.6%, respectively.Performing to the average would imply that bitcoin prices will breach $26,500, given its closing price on Feb 18. The current price for BTC has been flirting with $25,000, a psychologically important level, which has been challenging for the asset to hold.In each of the four most recent trading days, BTC has alternated between positive and negative gains on average volume, providing little clear direction for sentiment at the moment."
28,2023-02-21,"Bitcoin's (BTC) upswing has come to a screeching halt at a price level that proved to be a tough nut to crack last year.The leading cryptocurrency by market cap picked up a strong bid at the start of the year and has gained nearly 50% since then, outperforming major traditional risk assets. However, the bullish momentum has stalled since Feb. 16, with the cryptocurrency failing multiple times to secure a foothold above the $25,000 mark. The said level offered stiff resistance in August, following which the cryptocurrency revisited lows around $18,000.According to Laurent Kssis, a crypto trading adviser at CEC Capital, a breakout above $25,000 hinges on the performance of technology companies.""Tech firms performed horrendously last year, and it's all down to how well they recover in the first quarter. That's why BTC is not pushing further,"" Kssis told CoinDesk. Technology stocks will announce the first-quarter earnings after March.Bitcoin tends to move in synch with Wall Street's tech-heavy Nasdaq index. Recently, the 90-day correlation coefficient between the two strengthened to 0.75. Nasdaq fell by 2.4% last week, pausing a four-week winning streak that offered positive cues to high-risk assets like bitcoin.Kssis added that crypto traders are currently parking money in world's biggest dollar-pegged stablecoin tether (USDT) and the bitcoin rally will resume once that trend ends.""The market is patiently awaiting realized profits that are parked in USDT right now to pile back into bitcoin and ether. This is why we ran out of breath to break $25,000,"" Kssis said. ""When BTC is rallying, USDT dominance tends to thin out.""Data from charting platform TradingView show, tether's dominance, or the stablecoin's share of the total crypto market valuation, has steadied around 6.5% since late January, a sign of traders rotating money into the stablecoin, as Kssis said. USDT's dominance fell from nearly 9% to 6.5% in January as bitcoin rallied.According to Paris-based crypto data provider Kaiko, heightened regulatory risks have dented sentiment in the market, and ""volatility is unlikely to go away.""Last week, the U.S. regulatory agencies specifically called out Paxos for its BUSD product and not Pax dollar, hinting at an indirect action against Binance, the world's largest cryptocurrency exchange by trading volumes. BUSD is a Binance-branded dollar-pegged stablecoin issued by Paxos.Since then, long-term and short-term call-put skews have retreated to zero, indicating a neutral sentiment in the options market. Call-put skews measure the cost of bullish call options relative to bearish put options and are widely tracked to gauge sentiment among sophisticated institutional players and retail investors.""The options market had been demonstrating bullish leanings but now maintain a neutral outlook on the market,"" analysts at crypto exchange Bitfinex said in a report shared with CoinDesk. ""Investors now place roughly equal value on put and call options.""Besides, there is evidence of investors pulling money out of crypto funds. Per data tracked by CoinShares, digital asset investment products saw outflows totaling $32 million last week, the largest since late December 2022. Bitcoin funds alone bled nearly $25 million, while short bitcoin funds saw an inflow of $3.7 million.Griffin Blofin, a volatility trader from crypto asset management firm Blofin, said concerns about sticky inflation have resurfaced since last week, stalling the rally in risk assets.""The expectation of an inflation rebound has appeared in many markets. Both the U.S. January CPI and the latest U.K. PMI data point to a relatively strong economy, raising the possibility of a resurgence of overheating. The above means that the Federal Reserve and the European Central Bank must maintain a hawkish policy and even return to the pace of each interest rate hike of 50 basis points,"" Ardern told CoinDesk.At press time, the fed funds futures show a 15% chance of the central bank lifting rates by 50 basis points next month, while in Europe, a similar-sized hike in March is all but priced in.Meanwhile, bitcoin changed hands at $24,650. Some market participants expect a potential breakout above the technical resistance at $25,000 to bring a sharp rally.""We have tested the 25k resistance multiple times over the past week and failed. Hearing the view from our clients that we could gap higher if we meaningfully break the range,"" Paradigm said in a Telegram broadcast late Monday."
29,2023-02-21,"This article originally appeared in First Mover, CoinDesk’s daily newsletter putting the latest moves in crypto markets in context. Subscribe to get it in your inbox every day.FTX bankruptcy claims are being picked up for 20 cents on the dollar in private over-the-counter (OTC) markets. The distressed asset fund managers doing so are projecting around a 50 cents on the dollar recovery in five years, an anonymous FTX creditor told CoinDesk. Most of the deals are private as not all claims are fungible. ""There may also be a clawback period for those who tried to withdraw leading up to the bankruptcy, so the quality of claims is important,"" the source said. FTX, which went bankrupt in November, has an estimated 1 million creditors, with the 50 largest being owed a combined $3.1 billion.Factor, the decentralized digital asset management platform built on Ethereum scaler Arbitrum, attracted over $4.3 million in trades in the first 12 hours after going live. Factor’s aim is to allow developers to be able to offer tokenized baskets, yield pools or derivative offerings to community users. Depositors to these products will profit from the upside created by those developers, who themselves earn a cut of fees. The initial coin offering for Factor’s FCTR token started with a $10 million target and will last for three more days, after which the resulting pool of money will be distributed to determine the initial price of FCTR in the open market.The Litecoin network has effectively gotten its first non-fungible token (NFT) after a copy of its mimblewimble upgrade was placed on the platform’s blockchain. Bitcoin developer Anthony Gurrera forked the code behind Bitcoin ordinals to the Litecoin network, answering a challenge from a Twitter user who offered a public bounty of 15 LTC ($1,410) to the first party to fork Ordinals to Litecoin. Ordinals Protocol has recently enabled Bitcoin-based NFTs by allowing users to inscribe references to digital art into small denominations of BTC.- Omkar Godbole"
30,2023-02-21,"BNB, the native token of the Binance-initiated blockchain network BNB Chain, is losing ground against bitcoin (BTC) in the wake of regulatory action against Binance-branded dollar-pegged stablecoin BUSD.The BNB/BTC ratio listed on Binance, the world's largest exchange by trading volume, slipped to 0.01257 early Tuesday, reaching the lowest since Aug. 2, 2022.The pair has declined by nearly 13% after the U.S. Securities and Exchange Commission (SEC) said last Tuesday that it is suing Paxos for violating investor protection laws by issuing BUSD, which the regulator deems as an unregistered security. The SEC action was accompanied by an order from the New York Department of Financial Services (NYDFS) asking Paxos to stop minting BUSD.""BNB token has underperformed the broad market in February as the Paxos-BUSD situation continues to weigh on the exchange, which experienced massive outflows last week,"" Paris-based Kaiko said in a weekly report. ""The BNB to BTC price ratio, which measures the relative performance of the two tokens, fell to its lowest level since August 2022.""The flow of money out of BNB, once touted as a safe haven, and into bitcoin perhaps stems from the belief that the regulatory crackdown against BUSD is actually a move against Binance.While BUSD is issued and redeemed by Paxos, the stablecoin is marketed by Binance. In September, Binance delisted USD coin (USDC), Paxos dollar (USDP) and trueUSD (TUSD) for BUSD.""Since the NYDFS and SEC specifically called out Paxos for its BUSD product and not Pax dollar, it’s possible that the enforcement is more about particulars involving BUSD than a broad attack on stablecoins generally,"" Galaxy Research's Alex Thorn said in a note to clients on Friday. ""This indicates that these agencies are particularly targeting Binance rather than stablecoins in general – at least at this time.""If that's not enough, the move by SEC and NYDFS aligns with Binance's recent decision to suspend dollar transfers and its admission of gaps in regulatory compliance. The exchange is now expecting fines for past misconduct.The ratio peaked in November as the collapse of Sam Bankman-Fried's exchange brought increased scrutiny to Binance and other crypto exchanges.""BNB had mostly outperformed BTC until November 2022, when the ratio started trending downwards as sentiment deteriorated following the collapse of FTX,"" Kaiko said, adding that the token can be interpreted as a proxy of the exchange's performance.Per some observers, BNB/BTC's slide represents peak pessimism, often observed at market bottoms.""Buying BNB here. Think we're close to peak FUD [fear, uncertainty and doubt] and the BNB/BTC ratio shows it,"" crypto hedge fund Ouroboros Capital said in a tweet thread last week, drawing attention to Binance's increasing market share and growing BNB Chain ecosystem."
